model,train_r2,val_r2,train_mean_squared_error,val_mean_squared_error,train_mean_absolute_error,val_mean_absolute_error
linear,0.4983287505558803,-0.21579875087192052,0.7539687893109184,1.297541884515209,0.6868418830116381,0.9062478468060355
ridge,0.4975154784011642,-0.12491090774543785,0.7551538097259902,1.1986871601008298,0.687699220847449,0.872885080067551
lasso,0.44238954420529597,-0.13108759752695803,0.8376121301629826,1.223011438851815,0.7184836075803227,0.8700214082328639
elasticnet,0.46840670350958835,-0.12419727707420192,0.7987493032741658,1.2050979074060206,0.7043008385761759,0.8688375789792886
bayesianridge,0.4922877273428032,-0.10060161346527519,0.7628733726643014,1.184325122777135,0.6920449051365081,0.8639787809025435
sgd,0.48918056751877703,-0.1534429664136348,0.7673729050730904,1.258726834474396,0.6932920881697452,0.8868547808101088
knn,0.6611399079350688,-0.15982172488635776,0.5078843750960825,1.1818227004966153,0.5582299452726567,0.8746624034619528
svr,0.6556375496323879,-0.07371591243123018,0.5163798577051392,1.1539624974327287,0.521408153417213,0.8436085910038609
kernel_ridge,-3.746000226972793,-7.671571416215255,7.044585240947837,8.469402345334384,2.5030008534011414,2.728526749368826
decision_tree,1.0,-2.2838638076005857,3.809314058827405e-34,3.2892737031700072,1.029416118934772e-18,1.4021458994645175
random_forest,0.9645876717804418,-0.34590823841582724,0.052521941840297515,1.3988773865316053,0.17253790229248755,0.9632499578112368
extra_trees,1.0,-2.462680702972425,1.3162480696293344e-29,3.4564404058531357,2.7302847189667135e-15,1.544162266339869
gb,0.8372293871668873,-0.7111662544840882,0.24315716066265214,1.7525827189758818,0.38261528442933007,1.0786524617265
hist_gb,0.9804575853209183,-2.9700229858018155,0.02900112684788029,3.9905718758388202,0.12951031713876549,1.6244651552927798
gp,1.0,-6.474127294371138,3.26550326333856e-20,7.200318953341234,1.491565321577764e-10,2.3982507126545496
mlp,0.842456550998884,-5.113800163131319,0.235400900037758,5.96219951315611,0.3737320626439566,2.03728007078472
xgb,0.9995818693729586,-1.7936332193643074,0.0006248715853648572,2.837214743453958,0.016143899544768144,1.3774652034543597
lgbm,0.9806800970056647,-3.2960584994021915,0.028696385135427847,4.283421787511676,0.12918731746836087,1.6981591020271698
catboost,0.9500413136578645,-0.3382982589171865,0.07452369541584283,1.4206591335619754,0.21428873028811926,0.9295809979461472
